Mother Total Momentum (GeV/c), Mother Transverse Momentum (GeV/c), Mother Fraction of Transverse Momentum, Opening Angle (rad), Impact Parameter (cm), Daughter1 Total Momentum (GeV/c), Daughter1 Transverse Momentum (GeV/c),  Daughter1 Fraction of Transverse Momentum, Daughter2 Total Momentum (GeV/c), Daughter2 Transverse Momentum (GeV/c),  Daughter2 Fraction of Transverse Momentum, Decay Z (cm), Decay X (cm), Decay Y (cm), DOCA (cm), Invariant Mass (GeV/c^2), Good Reco, Event Type
42.7457616455, 0.800399648736, 0.0187246552155, 0.00589410501044, 0.773719451874, 16.5923405344, 0.330852300747, 0.0199400621064, 26.1526789803, 0.478327989341, 0.0182898275814, 922.78922465, -137.921136204, -66.5824030141, 0.439903307114, 0.248842392675, 1, 2
29.026340569, 0.930225823084, 0.0320476437901, 0.009308205856, 1.25069012026, 14.0226310348, 0.441334130461, 0.0314729902944, 15.0043770243, 0.498308709471, 0.0332108896401, 1956.38460975, -149.503168279, 253.562499988, 0.0210476870926, 0.251023899254, 1, 2
14.294670297, 0.312241445413, 0.0218432072181, 0.0172947635495, 1.07618554538, 5.00035120342, 0.0543337103921, 0.0108659788446, 9.29536219796, 0.258675688972, 0.027828467946, 1658.00165565, -131.554694863, 143.058612935, 0.316012219033, 0.250642237646, 1, 2
20.1489941417, 0.407327131572, 0.0202157551244, 0.0134850270364, 4.70319313693, 7.84053525682, 0.169542540642, 0.0216238477462, 12.3076386131, 0.257895681698, 0.0209541155542, 1296.53189078, -126.175002256, 119.78215024, 1.00808563891, 0.252356327827, 1, 2
48.3893077401, 0.332335241169, 0.00686794783166, 0.00276415698528, 15.4198318393, 18.8066261949, 0.155216491881, 0.00825328744628, 29.5000240539, 0.182907614249, 0.00620025305454, 1895.43423982, 18.1362666644, 44.3623981163, 1.33011799696, 0.225137241404, 1, 2
7.37807653743, 0.296133970585, 0.0401370152617, 0.0308093129082, 2.55066730972, 5.03069479134, 0.217662724529, 0.0432669310218, 2.34816020051, 0.0967666221749, 0.0412095487155, 871.56737456, -137.341931371, -295.770320162, 0.0377637939567, 0.250327635653, 1, 2
82.3423160498, 0.421113248486, 0.00511417784546, 0.0031808648817, 0.556216278884, 49.5288308925, 0.290997075587, 0.0058753067727, 32.8156825255, 0.144347396183, 0.00439873210227, -791.355705062, 26.83861721, 19.8507746493, 0.728309190749, 0.25090006636, 1, 2
19.052198755, 0.474705579878, 0.0249160522616, 0.0143134048647, 2.03768145315, 10.3442245214, 0.247551197272, 0.0239313441777, 8.70877915972, 0.244601008559, 0.0280867161829, -2121.52556185, -12.6792309025, -126.581041996, 0.157754722002, 0.251804354938, 1, 2
52.4061895206, 0.434344172402, 0.00828803193622, 0.00188688331688, 1.09263588785, 12.9539279099, 0.0889831185081, 0.00686919976141, 39.4519969229, 0.345301672282, 0.00875245105988, -33.257037686, -16.9364938431, -58.3046333032, 0.1326487173, 0.248644226766, 1, 2
22.4378664593, 0.166248863168, 0.0074092990735, 0.012052851592, 3.01342981032, 10.9464347748, 0.0153775155225, 0.00140479670676, 11.4930068507, 0.152458188316, 0.0132653003949, -87.6624988149, -52.8303320862, 17.2329921548, 0.40019680659, 0.251227718073, 1, 2
